# Cho et al. Cryogenics 46 (2006) 778-793, Fig. 8
# LOX T vs time, P=3 bar, T_He=288 K.
# r=0.81 and 1.21 min^-1 at T0=91 K (subcooled, warming);
# r=1.34 min^-1 at T0=102 K (saturated, cooling).
# 1 Hz linear interpolation of extracted vertices (no cubic overshoot).
time_s,r0.81_measured,r1.21_measured,r1.34_measured,r0.81_calculated,r1.21_calculated,r1.34_calculated
1243,93.1954,92.7322,94.1929,93.6553,93.0625,94.7593
1244,93.1970,92.7343,94.1926,93.6559,93.0636,94.7588
1245,93.1986,92.7363,94.1923,93.6563,93.0647,94.7584
1246,93.2003,92.7384,94.1921,93.6568,93.0658,94.7579
1247,93.2019,92.7404,94.1918,93.6572,93.0669,94.7574
1248,93.2035,92.7425,94.1915,93.6577,93.0680,94.7569
1249,93.2051,92.7445,94.1913,93.6582,93.0690,94.7565
1250,93.2068,92.7466,94.1910,93.6586,93.0701,94.7560
1251,93.2084,92.7486,94.1907,93.6591,93.0712,94.7555
1252,93.2100,92.7507,94.1904,93.6595,93.0723,94.7551
1253,93.2116,92.7527,94.1902,93.6600,93.0734,94.7546
1254,93.2133,92.7548,94.1899,93.6604,93.0744,94.7541
1255,93.2149,92.7568,94.1896,93.6609,93.0755,94.7537
1256,93.2165,92.7589,94.1894,93.6614,93.0766,94.7532
1257,93.2181,92.7609,94.1891,93.6618,93.0777,94.7527
1258,93.2197,92.7630,94.1888,93.6623,93.0788,94.7522
1259,93.2214,92.7650,94.1885,93.6638,93.0798,94.7517
1260,93.2230,92.7671,94.1883,93.6655,93.0809,94.7510
1261,93.2246,92.7691,94.1880,93.6672,93.0820,94.7504
1262,93.2262,92.7712,94.1877,93.6689,93.0831,94.7498
1263,93.2279,92.7732,94.1875,93.6706,93.0842,94.7492
1264,93.2295,92.7753,94.1872,93.6723,93.0853,94.7486
1265,93.2311,92.7773,94.1869,93.6740,93.0864,94.7480
1266,93.2327,92.7794,94.1866,93.6757,93.0875,94.7473
1267,93.2344,92.7814,94.1864,93.6774,93.0885,94.7467
1268,93.2365,92.7828,94.1837,93.6791,93.0896,94.7461
1269,93.2393,92.7830,94.1804,93.6808,93.0907,94.7455
1270,93.2420,92.7833,94.1771,93.6825,93.0918,94.7449
1271,93.2448,92.7836,94.1738,93.6842,93.0929,94.7443
1272,93.2476,92.7839,94.1705,93.6859,93.0940,94.7436
1273,93.2504,92.7841,94.1672,93.6876,93.0951,94.7430
1274,93.2532,92.7844,94.1639,93.6893,93.0957,94.7424
1275,93.2560,92.7847,94.1606,93.6910,93.0961,94.7418
1276,93.2587,92.7850,94.1573,93.6927,93.0966,94.7412
1277,93.2615,92.7852,94.1540,93.6944,93.0971,94.7406
1278,93.2643,92.7855,94.1507,93.6961,93.0975,94.7399
1279,93.2671,92.7858,94.1474,93.6978,93.0980,94.7393
1280,93.2699,92.7860,94.1441,93.6995,93.0984,94.7387
1281,93.2727,92.7863,94.1408,93.7012,93.0989,94.7381
1282,93.2754,92.7866,94.1374,93.7029,93.0993,94.7375
1283,93.2782,92.7869,94.1341,93.7046,93.0998,94.7369
1284,93.2810,92.7871,94.1308,93.7063,93.1003,94.7362
1285,93.2838,92.7874,94.1275,93.7081,93.1007,94.7356
1286,93.2866,92.7877,94.1242,93.7098,93.1012,94.7350
1287,93.2894,92.7880,94.1209,93.7115,93.1016,94.7344
1288,93.2921,92.7882,94.1176,93.7132,93.1021,94.7338
1289,93.2949,92.7885,94.1143,93.7145,93.1034,94.7329
1290,93.2977,92.7888,94.1110,93.7155,93.1051,94.7318
1291,93.3005,92.7891,94.1077,93.7166,93.1068,94.7307
1292,93.3033,92.7893,94.1044,93.7177,93.1085,94.7296
1293,93.3061,92.7896,94.1011,93.7188,93.1102,94.7285
1294,93.3088,92.7899,94.0978,93.7199,93.1119,94.7275
1295,93.3116,92.7902,94.0945,93.7209,93.1136,94.7264
1296,93.3144,92.7904,94.0911,93.7220,93.1153,94.7253
1297,93.3172,92.7907,94.0878,93.7231,93.1170,94.7242
1298,93.3200,92.7910,94.0845,93.7242,93.1187,94.7231
1299,93.3228,92.7913,94.0812,93.7253,93.1204,94.7220
1300,93.3255,92.7915,94.0779,93.7263,93.1221,94.7210
1301,93.3283,92.7918,94.0746,93.7274,93.1238,94.7199
1302,93.3311,92.7921,94.0713,93.7285,93.1255,94.7188
1303,93.3339,92.7924,94.0680,93.7296,93.1272,94.7177
1304,93.3367,92.7926,94.0647,93.7309,93.1286,94.7170
1305,93.3395,92.7929,94.0614,93.7325,93.1296,94.7165
1306,93.3423,92.7932,94.0581,93.7340,93.1307,94.7161
1307,93.3450,92.7935,94.0548,93.7356,93.1318,94.7156
1308,93.3478,92.7937,94.0515,93.7371,93.1329,94.7151
1309,93.3506,92.7940,94.0482,93.7387,93.1340,94.7146
1310,93.3534,92.7943,94.0448,93.7402,93.1350,94.7142
1311,93.3562,92.7946,94.0415,93.7417,93.1361,94.7137
1312,93.3590,92.7948,94.0382,93.7433,93.1372,94.7132
1313,93.3617,92.7951,94.0349,93.7448,93.1383,94.7128
1314,93.3645,92.7954,94.0316,93.7464,93.1394,94.7123
1315,93.3673,92.7957,94.0283,93.7479,93.1404,94.7118
1316,93.3701,92.7959,94.0250,93.7495,93.1415,94.7113
1317,93.3729,92.7962,94.0217,93.7510,93.1426,94.7109
1318,93.3757,92.7965,94.0184,93.7526,93.1437,94.7104
1319,93.3784,92.7968,94.0151,93.7539,93.1446,94.7099
1320,93.3812,92.7970,94.0118,93.7550,93.1452,94.7093
1321,93.3840,92.7973,94.0085,93.7561,93.1458,94.7086
1322,93.3868,92.7976,94.0052,93.7572,93.1464,94.7080
1323,93.3896,92.7979,94.0019,93.7583,93.1471,94.7074
1324,93.3924,92.7981,93.9986,93.7594,93.1477,94.7068
1325,93.3951,92.7984,93.9952,93.7605,93.1483,94.7062
1326,93.3979,92.7987,93.9919,93.7616,93.1490,94.7055
1327,93.4007,92.7990,93.9892,93.7627,93.1496,94.7049
1328,93.4015,92.7997,93.9900,93.7638,93.1502,94.7043
1329,93.4021,92.8005,93.9908,93.7649,93.1509,94.7037
1330,93.4026,92.8013,93.9917,93.7660,93.1515,94.7031
1331,93.4031,92.8021,93.9925,93.7671,93.1521,94.7025
1332,93.4037,92.8030,93.9933,93.7682,93.1527,94.7018
1333,93.4042,92.8038,93.9941,93.7693,93.1534,94.7012
1334,93.4048,92.8046,93.9949,93.7710,93.1543,94.7007
1335,93.4053,92.8054,93.9957,93.7732,93.1553,94.7002
1336,93.4059,92.8062,93.9965,93.7753,93.1564,94.6997
1337,93.4064,92.8070,93.9974,93.7775,93.1575,94.6993
1338,93.4069,92.8078,93.9982,93.7797,93.1586,94.6988
1339,93.4075,92.8086,93.9990,93.7818,93.1597,94.6983
1340,93.4080,92.8095,93.9998,93.7840,93.1608,94.6979
1341,93.4086,92.8103,94.0006,93.7862,93.1618,94.6974
1342,93.4091,92.8111,94.0014,93.7883,93.1629,94.6969
1343,93.4097,92.8119,94.0022,93.7905,93.1640,94.6965
1344,93.4102,92.8127,94.0031,93.7927,93.1651,94.6960
1345,93.4107,92.8135,94.0039,93.7948,93.1662,94.6955
1346,93.4113,92.8143,94.0047,93.7970,93.1672,94.6950
1347,93.4118,92.8152,94.0055,93.7992,93.1683,94.6946
1348,93.4124,92.8160,94.0063,93.8013,93.1694,94.6941
1349,93.4129,92.8168,94.0071,93.8028,93.1702,94.6936
1350,93.4135,92.8176,94.0079,93.8034,93.1706,94.6930
1351,93.4140,92.8184,94.0087,93.8040,93.1711,94.6923
1352,93.4145,92.8192,94.0096,93.8046,93.1716,94.6917
1353,93.4151,92.8200,94.0104,93.8052,93.1720,94.6911
1354,93.4156,92.8208,94.0112,93.8058,93.1725,94.6905
1355,93.4162,92.8217,94.0120,93.8065,93.1730,94.6899
1356,93.4167,92.8225,94.0128,93.8071,93.1734,94.6893
1357,93.4173,92.8233,94.0136,93.8077,93.1739,94.6887
1358,93.4178,92.8241,94.0144,93.8083,93.1744,94.6881
1359,93.4183,92.8249,94.0153,93.8089,93.1748,94.6875
1360,93.4189,92.8257,94.0161,93.8095,93.1753,94.6868
1361,93.4194,92.8265,94.0169,93.8102,93.1757,94.6862
1362,93.4200,92.8274,94.0177,93.8108,93.1762,94.6856
1363,93.4205,92.8282,94.0185,93.8114,93.1767,94.6850
1364,93.4211,92.8290,94.0193,93.8126,93.1776,94.6847
1365,93.4216,92.8298,94.0201,93.8148,93.1793,94.6847
1366,93.4221,92.8306,94.0209,93.8170,93.1810,94.6847
1367,93.4227,92.8314,94.0218,93.8191,93.1827,94.6847
1368,93.4232,92.8322,94.0226,93.8213,93.1845,94.6847
1369,93.4238,92.8330,94.0234,93.8235,93.1862,94.6847
1370,93.4243,92.8339,94.0242,93.8256,93.1879,94.6847
1371,93.4249,92.8347,94.0250,93.8278,93.1896,94.6847
1372,93.4254,92.8355,94.0258,93.8300,93.1913,94.6847
1373,93.4259,92.8363,94.0266,93.8321,93.1930,94.6847
1374,93.4265,92.8371,94.0275,93.8343,93.1947,94.6847
1375,93.4270,92.8379,94.0283,93.8365,93.1964,94.6847
1376,93.4276,92.8387,94.0291,93.8386,93.1981,94.6847
1377,93.4281,92.8395,94.0299,93.8408,93.1998,94.6847
1378,93.4287,92.8404,94.0307,93.8430,93.2015,94.6847
1379,93.4292,92.8412,94.0315,93.8448,93.2030,94.6843
1380,93.4297,92.8420,94.0323,93.8459,93.2041,94.6832
1381,93.4303,92.8428,94.0332,93.8469,93.2052,94.6821
1382,93.4308,92.8436,94.0340,93.8480,93.2062,94.6810
1383,93.4314,92.8444,94.0348,93.8491,93.2073,94.6799
1384,93.4319,92.8452,94.0356,93.8502,93.2084,94.6788
1385,93.4324,92.8461,94.0364,93.8512,93.2095,94.6777
1386,93.4330,92.8469,94.0372,93.8523,93.2106,94.6767
1387,93.4335,92.8477,94.0380,93.8534,93.2116,94.6756
1388,93.4337,92.8477,94.0360,93.8545,93.2127,94.6745
1389,93.4337,92.8474,94.0333,93.8555,93.2138,94.6734
1390,93.4337,92.8470,94.0305,93.8566,93.2149,94.6723
1391,93.4337,92.8466,94.0278,93.8577,93.2160,94.6712
1392,93.4337,92.8462,94.0251,93.8588,93.2170,94.6701
1393,93.4337,92.8458,94.0223,93.8598,93.2181,94.6690
1394,93.4337,92.8454,94.0196,93.8609,93.2193,94.6681
1395,93.4337,92.8450,94.0169,93.8620,93.2209,94.6676
1396,93.4337,92.8446,94.0141,93.8631,93.2224,94.6671
1397,93.4337,92.8443,94.0114,93.8642,93.2240,94.6667
1398,93.4337,92.8439,94.0086,93.8653,93.2255,94.6662
1399,93.4337,92.8435,94.0059,93.8663,93.2271,94.6657
1400,93.4337,92.8431,94.0032,93.8674,93.2287,94.6653
